contract_id,cname,cik,ftype,fdate,link,Column1,Sales contract? (Y/N),Filer is seller? (Y/N),Amendment? (Y/N),Amendment #,Customer name (be consistent),Sold product/service (be consistent),Notes,Total Words,Flesch Reading Ease Score,Gunning Fog Index,Number of Entities,Words in Entities,Number of Times,Words in Times,Number of Locations,Words in Locations,Number of Organizations,Words in Organizations,Number of Persons,Words in Persons,Number of Money,Words in Money,Number of Percentages,Words in Percentages,Number of Dates,Words in Dates,Total Sentences,Total Forward Sentences,Forward Ratio,Uncertainty Words,Polarity,Subjectivity,Positive Words,Negative Words,24b,confidential treatment,ct order,redact,rule 406,rights,obligations,commercial substance,performance obligation,probable,collectib,at a point in time,over time,variable consideration,noncash consideration,transaction price,standalone selling price,1Gram Cos Sim Step1 max=.95  ,1Gram Step 2Max 0.95,1Gram Cos Sim Step3,1Gram Cos Sim Step4  ,"1Gram Cos Sim Step5, including 5.1 and 5.2",1Gram Cos Sim Step5.1,1Gram Cos Sim Step5.2,1Gram Cos Sim All
1,CHARLES & COLVARD LTD,1015155,8-K,10/6/2006,https://www.sec.gov/Archives/edgar/data/1015155/000119312506204331/dex1095.htm,,Y,Y,,,Samuel Aaron International,Moissanite,,1649,21.91,19.44,307,504,1,4,1,3,64,141,113,132,0,0,0,0,10,19,89,9,0.1,19,0.05,0.39,9,41,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,0,0,0.002479601,0.002029209,0.001618032,0.001227603,0.00132627,0,0.001265982,0.002051277
1,CHARLES & COLVARD LTD,1015155,8-K,3/20/2008,https://www.sec.gov/Archives/edgar/data/1015155/000119312508061880/dex10111.htm,,Y,Y,,,Reeves Park,Moissanite,,3875,28.3,15.92,614,1079,0,0,2,4,181,407,170,199,1,4,1,2,42,112,212,18,0.08,42,0.03,0.38,19,140,0,0,0,0,0,26,9,0,0,0,0,0,0,0,0,0,0,0.002081552,0.002617462,0.002712182,0.003237274,0.001665686,0.000633223,0.001236585,0.003044394
1,CHARLES & COLVARD LTD,1015155,8-K,7/17/2008,https://www.sec.gov/Archives/edgar/data/1015155/000119312508152817/dex10121.htm,,Y,Y,,,Samuel Aaron International,Moissanite,,1663,22.92,18.81,324,544,0,0,1,3,75,169,110,126,0,0,0,0,11,17,94,9,0.1,17,0.06,0.39,10,38,0,0,0,0,0,22,3,0,0,0,0,0,0,0,0,0,0,0.002475281,0.002025674,0.001615213,0.001225464,0.00132396,0,0.001263777,0.002047703
1,ANTARES PHARMA INC,1016169,8-K,9/18/2003,https://www.sec.gov/Archives/edgar/data/1016169/000119312503051195/dex1059.htm,,Y,Y,,,Eli Lilly,needless injector system,,11802,25.97,16.24,1721,3433,8,17,11,12,817,1578,42,77,4,8,23,52,113,227,707,88,0.12,85,0.06,0.39,113,399,0,2,0,1,0,76,22,0,0,0,0,0,0,0,0,0,0,0.006973182,0.002425288,0.010187089,0.01071299,0.005730129,0.003806755,0.006572859,0.009404976
1,TRANSACT TECHNOLOGIES INC,1017303,10-K,3/16/2010,https://www.sec.gov/Archives/edgar/data/1017303/000101730310000006/exhibit1024.htm,,Y,Y,,,GTECH,Thermal Printer,,296,31.72,13.81,23,47,1,2,0,0,11,24,0,0,0,0,0,0,4,4,20,2,0.1,4,0.14,0.43,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004443945,0.003986902,0.006533422,0.002551369,0.002512692,0.0028326,0.001357485,0.004891144
1,TRANSACT TECHNOLOGIES INC,1017303,10-Q,8/7/2015,https://www.sec.gov/Archives/edgar/data/1017303/000101730315000047/exhibit101.htm,,Y,Y,,,GTECH,Thermal Printer,,4130,-11.43,28.19,534,800,3,7,2,4,269,351,12,22,1,1,5,11,30,81,284,58,0.2,40,0.02,0.39,22,154,0,15,0,0,0,8,10,0,0,0,0,0,0,0,0,0,0,0.003378139,0.001578221,0.004116497,0.00186234,0.001521504,0.002252622,0.000712946,0.003104537
1,TRANSACT TECHNOLOGIES INC,1017303,10-Q/A,11/2/2015,https://www.sec.gov/Archives/edgar/data/1017303/000101730315000049/exhibit101.htm,,Y,Y,,,GTECH,Thermal Printer,,4442,-10.31,27.7,585,876,5,9,2,4,300,382,12,22,1,1,5,11,45,119,308,74,0.24,44,0.02,0.38,22,166,0,16,0,0,0,8,10,0,0,0,0,0,0,0,0,0,0,0.003190729,0.001490666,0.003931756,0.001759022,0.001437095,0.002127652,0.000673394,0.002944513
1,ARQULE INC,1019695,10-Q,8/7/2009,https://www.sec.gov/Archives/edgar/data/1019695/000110465909048065/a09-18626_1ex10d1.htm,,Y,Y, ,,"Daiichi Sankyo Co., Ltd",License,,271,8.84,17.4,74,186,0,0,0,0,7,33,4,11,27,87,0,0,9,18,30,0,0,1,0.04,0.21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00064259,0,0,0,0,0,0.000111687
1,ARQULE INC,1019695,10-K,3/5/2018,https://www.sec.gov/Archives/edgar/data/1019695/000114420418012722/tv487013_ex10-35.htm,,Y,Y,,,Sinovant Sciences Ltd,License,,15539,-16,29.06,2797,5394,5,10,13,16,1170,2516,703,967,4,6,4,8,95,207,590,74,0.13,98,0.04,0.38,188,617,1,0,0,0,0,58,30,0,0,0,0,0,0,0,0,0,0,0.003869495,0.002169778,0.005073916,0.002243376,0.003665285,0.004562706,0.001787654,0.004250383
1,ARQULE INC,1019695,10-Q,8/1/2018,https://www.sec.gov/Archives/edgar/data/1019695/000114420418041264/tv498950_ex10-1.htm,,Y,Y,,,Basilea,license for fibroblast growth factor receptors,,296,31.72,13.81,22,46,1,2,0,0,12,30,0,0,0,0,0,0,4,4,20,2,0.1,4,0.14,0.43,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004412573,0.001833533,0.006230671,0.002726315,0.004890493,0.004597895,0.004246876,0.0050933
1,UNITED NATURAL FOODS INC,1020859,10-K,10/22/2003,https://www.sec.gov/Archives/edgar/data/1020859/000104746903033901/a2120606zex-10_32.htm,,Y,Y,,,Whole foods,Not specified,,548,32.97,16.84,99,166,0,0,4,7,36,64,10,17,2,4,0,0,12,28,31,7,0.23,7,0.08,0.45,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000878363,0,0,0,0,0,0.000152666
1,UNITED NATURAL FOODS INC,1020859,10-Q,6/11/2014,https://www.sec.gov/Archives/edgar/data/1020859/000102085914000041/ex101wfmamendment.htm,,Y,Y,Y,3,Whole foods,Not specified,,384,22.21,20.26,66,138,0,0,0,0,36,49,3,5,0,0,1,3,4,16,18,1,0.06,2,0.02,0.39,3,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000878363,0,0,0,0,0,0.000152666
1,UNITED NATURAL FOODS INC,1020859,10-Q,12/10/2015,https://www.sec.gov/Archives/edgar/data/1020859/000102085915000196/exhibit104-wfm.htm,,Y,Y,,,Whole foods,Not specified,,16197,28,15.2,2096,3590,47,76,22,43,1121,1759,142,259,3,4,13,41,159,360,1037,164,0.16,123,0.04,0.4,99,490,0,85,0,0,0,12,22,0,0,0,0,0,0,0,0,0,0,0,0.000878363,0,0,0,0,0,0.000152666
1,BBQ HOLDINGS INC,1021270,10-Q,11/12/2019,https://www.sec.gov/Archives/edgar/data/1021270/000102127019000088/bbq-20190929ex101f250ef.htm,,Y,Y,,,Mercury BBQ,license for BBQ IP,,1418,-22.36,37.46,141,213,1,3,2,4,37,68,50,58,1,1,2,8,1,2,90,15,0.17,8,0.06,0.43,19,75,0,0,0,0,0,12,8,0,0,0,0,0,0,0,0,0,0,0,0.000878363,0,0,0,0,0,0.000152666
2,BBQ HOLDINGS INC,1021270,10-Q,11/12/2019,https://www.sec.gov/Archives/edgar/data/1021270/000102127019000088/bbq-20190929ex102e711a7.htm,,Y,Y,Y,,BBQ Oklahoma,license for BBQ IP,,544,26.07,18.5,102,199,0,0,0,0,17,44,25,42,0,0,1,2,6,17,41,5,0.12,1,0.13,0.4,9,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.000878363,0,0,0,0,0,0.000152666
1,ANI PHARMACEUTICALS INC,1023024,10-K,3/27/2007,https://www.sec.gov/Archives/edgar/data/1023024/000110465907022784/a07-6037_1ex10d27.htm,,Y,Y,Y,6,BioSante Pharmaceuticals,License for a gel,,1405,29.66,18.98,289,574,0,0,1,1,95,213,38,83,2,6,5,10,27,77,114,10,0.09,10,0.03,0.38,6,29,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.000878363,0,0,0,0,0,0.000152666
3,ANI PHARMACEUTICALS INC,1023024,10-K,3/16/2011,https://www.sec.gov/Archives/edgar/data/1023024/000110465911014913/a11-7481_1ex10d30.htm,,Y,Y,Y,3,BioSante Pharmaceuticals,license for several new pharmaceutical products,,296,31.72,13.81,23,47,1,2,0,0,12,30,0,0,0,0,0,0,4,4,20,2,0.1,4,0.14,0.43,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000878363,0,0,0,0,0,0.000152666
4,ANI PHARMACEUTICALS INC,1023024,10-K,3/16/2011,https://www.sec.gov/Archives/edgar/data/1023024/000110465911014913/a11-7481_1ex10d31.htm,,Y,Y,Y,4,BioSante Pharmaceuticals,license for several new pharmaceutical products,,1309,-36.63,44.82,271,486,0,0,1,1,118,196,44,74,3,11,1,2,22,51,55,14,0.25,6,0.06,0.42,10,26,0,9,0,0,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0.001183122,0.000732883,0,0,0,0,0.000410693
5,ANI PHARMACEUTICALS INC,1023024,10-K,3/16/2011,https://www.sec.gov/Archives/edgar/data/1023024/000110465911014913/a11-7481_1ex10d32.htm,,Y,Y,Y,5,BioSante Pharmaceuticals,license for several new pharmaceutical products,,567,1.34,30.67,108,205,0,0,0,0,36,65,9,23,3,7,0,0,12,47,25,2,0.08,4,0.03,0.38,5,5,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0.000878363,0,0,0,0,0,0.000152666
1,ANI PHARMACEUTICALS INC,1023024,10-Q,11/8/2012,https://www.sec.gov/Archives/edgar/data/1023024/000110465912076010/a12-19123_1ex10d2.htm,,Y,Y,,,Teva,License,,3787,-30.27,39.43,613,957,2,6,1,1,283,386,25,37,7,19,12,30,40,116,151,9,0.06,23,0.02,0.4,45,165,0,0,0,0,0,13,12,0,0,0,0,0,0,0,0,0,0,0.017184126,0.002313974,0.019343018,0.008229929,0.010283982,0.007389104,0.009379254,0.014651305
2,ANI PHARMACEUTICALS INC,1023024,10-Q,11/8/2012,https://www.sec.gov/Archives/edgar/data/1023024/000110465912076010/a12-19123_1ex10d3.htm,,Y,Y,Y,1,Teva,License,,824,16.67,24.16,180,303,1,3,0,0,89,121,8,10,4,12,9,21,11,34,37,1,0.03,4,0.06,0.32,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.000312552,0,0.002666253,0.001026063,0.000529164,0,0.001046508,0.001250248
3,ANI PHARMACEUTICALS INC,1023024,10-Q,11/8/2012,https://www.sec.gov/Archives/edgar/data/1023024/000110465912076010/a12-19123_1ex10d4.htm,,Y,Y,Y,,Teva,License,,1003,-40.93,44.55,198,326,1,3,1,2,96,123,11,19,3,7,4,8,10,34,29,3,0.1,8,0.05,0.37,10,19,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0.010194666,0,0.006948221,0.00494056,0.004255028,0,0.00841502,0.00672446
4,ANI PHARMACEUTICALS INC,1023024,10-Q,11/8/2012,https://www.sec.gov/Archives/edgar/data/1023024/000110465912076010/a12-19123_1ex10d5.htm,,Y,Y,Y,3,Teva,License,,1050,8.14,27.92,181,373,0,0,0,0,69,101,16,33,6,15,5,10,12,34,47,1,0.02,6,0.08,0.31,11,23,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0.001467834,0,0.000773303,0.000278201,0,0,0,0.000619741
1,AUTOWEB INC,1023364,10-K,3/27/2003,https://www.sec.gov/Archives/edgar/data/1023364/000101706203000553/dex1056.htm,,Y,Y,,,,website and support,,3781,23.23,17.95,500,830,2,5,9,22,163,314,33,60,10,20,2,5,36,86,266,38,0.14,28,0.03,0.41,26,70,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0.023325114,0.006518837,0.022605352,0.017523846,0.016339457,0.013183887,0.01444578,0.021917222
1,AUTOWEB INC,1023364,10-K,5/31/2005,https://www.sec.gov/Archives/edgar/data/1023364/000119312505117446/dex1066.htm,,Y,Y,,,,website and support,,296,31.72,13.81,22,46,1,2,0,0,12,30,0,0,0,0,0,0,4,4,20,2,0.1,4,0.14,0.43,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009453469,0.00264305,0.00524212,0.004484152,0.001960175,0,0.001267123,0.005815321
3,DYNAVAX TECHNOLOGIES CORP,1029142,10-Q,8/4/2006,https://www.sec.gov/Archives/edgar/data/1029142/000095014906000427/f22482exv10w28.htm,,Y,Y,Y,,Symphony Dynamo,Research and Development,,11452,-18.23,29.98,1939,4619,6,15,7,14,850,2289,323,624,5,6,6,19,65,127,568,27,0.05,108,0.03,0.42,40,488,0,0,0,0,0,22,29,0,0,0,0,0,0,0,0,0,0,0.006102875,0.006328402,0.006096705,0.005880509,0.003932615,0.003586996,0.003233042,0.006876577
4,DYNAVAX TECHNOLOGIES CORP,1029142,10-Q,8/4/2006,https://www.sec.gov/Archives/edgar/data/1029142/000095014906000427/f22482exv10w29.htm,,Y,Y,Y,,Symphony Dynamo,Technology License,,8236,-19.14,30.37,1394,3405,1,2,1,1,554,1467,328,569,3,3,0,0,47,106,460,9,0.02,49,0.06,0.42,32,359,1,0,0,1,0,67,14,0,0,0,0,0,0,0,0,0,0,0,0.000878363,0,0,0,0,0,0.000152666
1,DYNAVAX TECHNOLOGIES CORP,1029142,10-Q,11/3/2006,https://www.sec.gov/Archives/edgar/data/1029142/000095013406020405/f24526exv10w30.htm,,Y,Y,,,AstraZeneca,Licenses,,16460,5.57,23.87,2917,5276,15,31,19,25,1428,2840,97,156,10,24,25,59,107,203,719,37,0.05,114,0.07,0.4,271,424,0,0,0,0,0,57,43,0,0,0,0,0,0,0,0,0,0,0,0.000878363,0,0,0,0,0,0.000152666
1,DYNAVAX TECHNOLOGIES CORP,1029142,10-K,3/17/2008,https://www.sec.gov/Archives/edgar/data/1029142/000095013408004922/f38512exv10w35.htm,,Y,Y,,,Merck & Co,Licensed Vaccines,,4504,-16.4,29.8,796,1709,0,0,10,27,285,596,31,60,3,5,2,4,58,73,206,10,0.05,35,0.03,0.44,36,75,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0.000878363,0,0,0,0,0,0.000152666
1,DYNAVAX TECHNOLOGIES CORP,1029142,10-K,3/6/2009,https://www.sec.gov/Archives/edgar/data/1029142/000119312509047286/dex1039.htm,,Y,Y,,,Glaxo,Licenses,,296,31.72,13.81,23,47,1,2,0,0,11,24,0,0,0,0,0,0,4,4,20,2,0.1,4,0.14,0.43,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004135377,0.002985223,0.004460551,0.002980259,0.002853565,0.002061053,0.00297821,0.004282397
1,DYNAVAX TECHNOLOGIES CORP,1029142,10-Q,4/30/2009,https://www.sec.gov/Archives/edgar/data/1029142/000119312509094260/dex1040.htm,,Y,Y,Y,2,AstraZeneca,Licenses,,325,26.07,18.03,53,98,0,0,0,0,13,26,5,13,0,0,1,4,8,19,19,0,0,0,0.16,0.5,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00101296,0,0.00048745,0,0,0,0,0.000358957
1,DYNAVAX TECHNOLOGIES CORP,1029142,8-K,10/4/2010,https://www.sec.gov/Archives/edgar/data/1029142/000118143110049310/rrd287896_33036.htm,,Y,Y,Y,3,AstraZeneca,Licenses,,272,28,18.53,51,100,0,0,0,0,20,40,4,11,0,0,0,0,2,8,17,0,0,1,0.2,0.47,5,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,DYNAVAX TECHNOLOGIES CORP,1029142,10-Q,10/31/2011,https://www.sec.gov/Archives/edgar/data/1029142/000119312511288924/d235127dex1030.htm,,Y,Y,,,AstraZeneca,Licenses,,296,31.72,13.81,23,47,1,2,0,0,12,30,0,0,0,0,0,0,4,4,20,2,0.1,4,0.14,0.43,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000878363,0,0,0,0,0,0.000152666
1,DYNAVAX TECHNOLOGIES CORP,1029142,10-K,3/12/2012,https://www.sec.gov/Archives/edgar/data/1029142/000119312512109647/d274776dex1067.htm,,Y,Y,Y,4,AstraZeneca,Licenses,,3525,-14.95,33.28,606,1193,1,3,8,12,268,598,9,22,5,12,3,6,49,61,145,11,0.08,17,0.09,0.43,32,57,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0.00488203,0.007334541,0.004458671,0.003637826,0.001740868,0,0.002064317,0.005104178
1,DYNAVAX TECHNOLOGIES CORP,1029142,10-K,3/5/2015,https://www.sec.gov/Archives/edgar/data/1029142/000156459015001348/dvax-ex1036_20141231132.htm,,Y,Y,Y,6,AstraZeneca,Licenses,,3360,-35.89,38.58,507,1027,2,3,7,7,203,456,13,22,2,6,2,4,38,62,167,9,0.05,22,0.11,0.43,40,50,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.005175991,0.009197729,0.004641214,0.004498206,0.001758338,0,0.002320238,0.005798277
1,DYNAVAX TECHNOLOGIES CORP,1029142,10-K,3/8/2016,https://www.sec.gov/Archives/edgar/data/1029142/000156459016014217/dvax-ex1029_113.htm,,Y,Y,Y,7,AstraZeneca,Licenses,,661,24.48,21.71,112,262,0,0,0,0,39,80,2,5,4,12,0,0,6,21,34,3,0.09,3,0.16,0.49,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000973343,0,0.001679303,0.000257643,0.002368053,0,0.004683215,0.001373261
4,DYNAVAX TECHNOLOGIES CORP,1029142,10-K,3/8/2018,https://www.sec.gov/Archives/edgar/data/1029142/000156459018004917/dvax-ex1033_648.htm,,Y,Y,,,Baxter,Product,,9285,15.21,20.43,1357,2517,0,0,37,46,431,828,146,186,1,3,15,40,138,283,539,78,0.14,71,0.03,0.41,70,320,0,2,0,0,0,11,14,0,0,0,0,0,0,0,0,0,0,0.002676001,0.002545522,0.002739347,0.002626808,0.001953242,0.001546945,0.001939806,0.003067315
1,DYNAVAX TECHNOLOGIES CORP,1029142,10-Q,11/5/2020,https://www.sec.gov/Archives/edgar/data/1029142/000156459020051325/dvax-ex102_355.htm,,Y,Y,,,Valneva,proprietary adjuvant,,9333,-144.09,80.1,1403,2575,6,14,7,11,516,1076,293,355,0,0,8,22,73,168,375,40,0.11,59,0.04,0.44,72,291,0,1,0,0,0,20,35,0,0,0,0,0,0,0,0,0,0,0.004889007,0.001339138,0.005733941,0.000358138,0.004008192,0.006341887,0.002433561,0.004055766
1,FIRSTENERGY CORP,1031296,10-K,3/2/2006,https://www.sec.gov/Archives/edgar/data/20947/000103129606000044/ex_10-5.htm,,Y,Y,,,FirstEnergy Solutions Corp.,Electrivity,,1339,25.83,13.99,305,763,4,9,1,3,149,430,33,52,4,7,2,6,30,70,60,8,0.13,6,0.09,0.52,10,20,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.003907881,0.003447671,0.008655645,0.000505309,0.003747134,0.002261049,0.004022998,0.004999161
2,FIRSTENERGY CORP,1031296,10-K,3/2/2006,https://www.sec.gov/Archives/edgar/data/20947/000103129606000044/ex_10-8.htm,,Y,Y,,,FirstEnergy Solutions Corp.,Electrivity,,1274,19.71,13.41,259,710,2,2,3,9,163,481,28,43,0,0,1,2,17,46,63,11,0.17,6,0.12,0.48,10,21,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.003811574,0.003362705,0.007994213,0.000492856,0.003654788,0.002205327,0.003923853,0.004750578
3,FIRSTENERGY CORP,1031296,10-K,3/2/2006,https://www.sec.gov/Archives/edgar/data/20947/000103129606000044/ex_10-9.htm,,Y,Y,,,FirstEnergy Solutions Corp.,Electrivity,,1901,25.73,13.83,347,974,2,2,1,1,202,678,46,62,0,0,1,2,31,93,92,22,0.24,12,0.13,0.42,29,25,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0.004362018,0.001319455,0.007294875,0.000866831,0.002388119,0,0.003019949,0.004100637
4,FIRSTENERGY CORP,1031296,10-K,3/2/2006,https://www.sec.gov/Archives/edgar/data/20947/000103129606000044/ex_10-10.htm,,Y,Y,,,Pennsylvania Power Company,Electrivity,,1651,28.27,12.93,303,870,2,2,1,1,173,607,46,57,0,0,1,2,27,80,78,18,0.23,10,0.14,0.46,23,22,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0.003917063,0.001354559,0.00748895,0.000889893,0.002451654,0,0.003100293,0.004086466
1,FIRSTENERGY CORP,1031296,10-K,2/28/2007,https://www.sec.gov/Archives/edgar/data/20947/000004077907000024/ex10_6.htm,,Y,Y,Y,2,Waverly Electric,Wholesale energy,,952,33.17,14.42,200,412,2,5,1,2,76,201,44,61,2,2,0,0,14,37,69,6,0.09,9,-0.02,0.38,8,14,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.000295918,0.006668559,0.002411575,0.000575695,0.00143002,0.002576,0,0.00243731
1,FIRSTENERGY CORP,1031296,10-Q,11/7/2008,https://www.sec.gov/Archives/edgar/data/20947/000103129608000203/ex10_2.htm,,Y,Y,Y,3,Waverly Electric,Wholesale energy,,296,31.72,13.81,22,46,1,2,0,0,12,30,0,0,0,0,0,0,4,4,20,2,0.1,4,0.14,0.43,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00087592,0.004928037,0.002192877,0.000425436,0.001056778,0.001903653,0,0.002060494
1,FIRSTENERGY CORP,1031296,10-Q,11/9/2009,https://www.sec.gov/Archives/edgar/data/20947/000103129609000035/ex10_2.htm,,Y,Y,Y,4,Waverly Electric,Wholesale energy,,1437,0.05,24.07,305,620,4,7,1,2,106,265,64,80,6,12,0,0,25,70,102,13,0.13,16,0,0.39,13,23,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0.00581002,0.001918298,0.000501578,0.001245913,0.002244355,0,0.002015725
1,FIRSTENERGY CORP,1031296,10-Q,7/28/2016,https://www.sec.gov/Archives/edgar/data/1031296/000103129616000102/fe-06302016x101.htm,,Y,Y,,,Ohio Edison Company,Energy supply,,7113,-7.98,26.78,975,2005,11,23,0,0,343,830,148,182,0,0,12,29,89,277,285,50,0.18,66,0.06,0.42,56,188,0,0,0,0,0,15,34,0,0,0,0,0,0,0,0,0,0,0.010669774,0.005457741,0.003798149,0.012283058,0.014950819,0.012426318,0.013982263,0.011806325
1,MAXIMUS INC,1032220,8-K,6/27/2006,https://www.sec.gov/Archives/edgar/data/1032220/000110465906043845/a06-14441_1ex10d1.htm,,Y,Y,,,Accenture,Services,,296,31.72,13.81,23,47,1,2,0,0,12,30,0,0,0,0,0,0,4,4,20,2,0.1,4,0.14,0.43,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022532141,0.014971232,0.01765746,0.024633986,0.034191089,0.025180202,0.031648211,0.02852777
2,MAXIMUS INC,1032220,8-K,6/27/2006,https://www.sec.gov/Archives/edgar/data/1032220/000110465906043845/a06-14441_1ex10d2.htm,,Y,Y,Y,1,Accenture,Services,,3865,10.2,19.77,658,1478,2,5,2,4,299,760,46,82,14,18,5,10,74,206,184,17,0.09,31,0.09,0.41,63,83,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0.007155358,0.004304985,0.004888976,0.009365949,0.006769811,0.003979041,0.008461588,0.008167675
1,RIGEL PHARMACEUTICALS INC,1034842,10-Q,8/14/2001,https://www.sec.gov/Archives/edgar/data/1034842/000091205701528291/a2055206zex-10_17.htm,,Y,Y,Y,1,Novartis,Collaboration,,331,22.01,19.28,71,165,0,0,0,0,16,41,9,13,0,0,0,0,9,28,18,4,0.22,3,0.16,0.4,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000195895,0,0,0,0,5.48E-05
1,RIGEL PHARMACEUTICALS INC,1034842,10-Q,11/13/2001,https://www.sec.gov/Archives/edgar/data/1034842/000110465901502991/j2277_ex10d18.htm,,Y,Y,Y,2,Novartis,Collaboration,,895,-13.19,25.88,172,422,0,0,0,0,39,124,33,56,1,3,0,0,13,50,31,5,0.16,9,0.05,0.39,43,9,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.001000968,0.001335639,0,0,0,0,0.000547681
2,RIGEL PHARMACEUTICALS INC,1034842,10-Q,11/13/2001,https://www.sec.gov/Archives/edgar/data/1034842/000110465901502991/j2277_ex10d19.htm,,Y,Y,,,Cell Genesys,Licenses,,6732,-16.3,29.55,1295,2505,2,6,7,20,519,986,216,360,6,16,5,11,46,132,331,36,0.11,42,0.05,0.42,109,139,0,0,0,0,0,57,7,0,0,0,0,0,0,0,0,0,0,0.005885302,0.001665249,0.007636958,0.009258896,0.002652431,0.000944976,0.002308636,0.007098858
2,RIGEL PHARMACEUTICALS INC,1034842,10-K405,3/29/2002,https://www.sec.gov/Archives/edgar/data/1034842/000091205702012415/a2074513zex-10_23.htm,,Y,Y,Y,2,Janssen,Collaboration,,841,1.47,23.98,166,403,0,0,0,0,56,148,16,20,3,7,1,3,15,39,43,5,0.12,16,0.07,0.37,36,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000878363,0,0,0,0,0,0.000152666
1,RIGEL PHARMACEUTICALS INC,1034842,10-Q/A,11/8/2005,https://www.sec.gov/Archives/edgar/data/1034842/000110465905053589/a05-18025_1ex10d14.htm,,Y,Y,,,Cell Genesys,Licenses,,6407,-7.03,29.24,1275,2484,3,9,7,23,530,990,206,343,8,18,11,27,56,141,309,31,0.1,36,0.04,0.42,96,130,0,0,0,0,0,51,3,0,0,0,0,0,0,0,0,0,0,0.003106905,0.0008791,0.004031619,0.004887855,0.001400242,0.000498861,0.00121875,0.003747552
2,RIGEL PHARMACEUTICALS INC,1034842,10-K,2/28/2019,https://www.sec.gov/Archives/edgar/data/1034842/000155837019001310/rigl-20181231ex1048a5d51.htm,,Y,Y,,,Kissei,Tavalisse,,5230,-112.49,71.3,838,1620,2,4,8,11,269,499,146,172,0,0,3,9,36,62,270,24,0.09,42,0.05,0.45,63,180,0,0,0,0,0,7,21,0,0,0,0,0,0,0,0,0,0,0.004678012,0.001069368,0.001447262,0.001307725,0.001169227,0.001540167,0.001254521,0.002302235
1,RIGEL PHARMACEUTICALS INC,1034842,10-Q,5/7/2019,https://www.sec.gov/Archives/edgar/data/1034842/000155837019004244/rigl-20190331ex1015c2e8a.htm,,Y,Y,,,Grifols Worldwide,Tavalisse license,,15584,-105.82,64.85,2215,3630,5,11,71,173,890,1536,503,631,22,55,25,61,56,136,765,75,0.1,130,0.06,0.41,205,629,2,1,0,0,0,43,50,0,0,0,0,0,0,0,0,0,0,0.006251693,0.001645319,0.004936585,0.004415431,0.005780337,0.003563639,0.005232999,0.005824504
1,INTUITIVE SURGICAL INC,1035267,8-K,9/7/2005,https://www.sec.gov/Archives/edgar/data/1035267/000114036105007208/ex10_1.htm,,Y,Y,,,Hansen,licenses,,3982,15.72,20.61,756,1426,2,5,14,26,346,635,119,204,0,0,3,7,17,32,185,23,0.12,40,0.03,0.34,31,220,0,27,0,0,0,29,5,0,0,0,0,0,0,0,0,0,0,0.003159798,0.000568966,0.003680921,0.000440624,0.001532223,0.002265554,0.001476343,0.002348843
